Age;Sexe;Time;Tool;motivation to watch;Interraction;reviews;Emotion;Count;Video name;Country;Time to consume;Content attract;discover new content;Type of content
18;Male;more than 3 hours;Phone;To entertain friends/followers;Share with friends/followers;;Disgust;1;5;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Like;;Fear;1;5;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Share with friends/followers;;Fear;1;5;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Like;;Sad;1;5;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Share with friends/followers;;Sad;1;5;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Skip to the next one in queue;;Disgust;1;6;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Skip to the next one in queue;;Fear;1;6;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Skip to the next one in queue;;Happy;1;6;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;To entertain friends/followers;Skip to the next one in queue;;Surprise;1;6;Morocco;During Commute Times;The person who shared or posted it;Shared by friends through their activity;Short entertaining videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;;Angry;1;2;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;;Disgust;1;2;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
18;Male;more than 3 hours;Phone;"To express an opinion;To spread awareness;To connect/network with others who share similar interests";Put my phone down and go offline;;Fear;1;2;Morocco;During Breaks (work/study breaks);Clear audio quality;Following specific creators;Informative videos
